  577,      99.82,      234.49,      139.48
  578,      99.82,      234.49,      139.47
  579,      99.81,      234.52,      139.52
  580,      99.82,      234.51,      139.54
  581,      99.83,      234.51,      139.50
  582,      99.83,      234.51,      139.55
  583,      99.82,      234.51,      139.55
  584,      99.82,      234.52,      139.59
  585,      99.83,      234.50,      139.55
  586,      99.80,      234.50,      139.51
  587,      99.82,      234.50,      139.54
  588,      99.82,      234.49,      139.49
  589,      99.82,      234.50,      139.48
  590,      99.82,      234.51,      139.50
  591,      99.82,      234.51,      139.52
  592,      99.81,      234.48,      139.48
  593,      99.82,      234.50,      139.53
  594,      99.82,      234.50,      139.50
  595,      99.82,      234.49,      139.51
  596,      99.83,      234.52,      139.53
  597,      99.82,      234.50,      139.51
  598,      99.82,      234.50,      139.51
  599,      99.82,      234.49,      139.52
  600,      99.83,      234.49,      139.51
  601,      99.81,      234.49,      139.51
  602,      99.82,      234.49,      139.51
  603,      99.82,      234.50,      139.53
  604,      99.82,      234.50,      139.50
  605,      99.82,      234.49,      139.48
  606,      99.83,      234.50,      139.52
  607,      99.83,      234.52,      139.52
  608,      99.82,      234.51,      139.49
  609,      99.84,      234.49,      139.53
  610,      99.82,      234.50,      139.51
  611,      99.81,      234.50,      139.53
  612,      99.82,      234.48,      139.51
  613,      99.83,      234.52,      139.55
  614,      99.83,      234.52,      139.53
  615,      99.82,      234.50,      139.53
  616,      99.81,      234.50,      139.50
  617,      99.81,      234.50,      139.49
  618,      99.82,      234.50,      139.51
  619,      99.83,      234.53,      139.53
  620,      99.82,      234.50,      139.49
  621,      99.82,      234.53,      139.55
  622,      99.83,      234.50,      139.49
  623,      99.82,      234.48,      139.48
  624,      99.82,      234.49,      139.50
  625,      99.81,      234.50,      139.49
  626,      99.82,      234.51,      139.54
  627,      99.82,      234.52,      139.55
  628,      99.82,      234.50,      139.51
  629,      99.82,      234.50,      139.51
  630,      99.82,      234.51,      139.51
  631,      99.82,      234.50,      139.50
  632,      99.83,      234.50,      139.47
  633,      99.82,      234.49,      139.49
  634,      99.83,      234.50,      139.50
  635,      99.82,      234.49,      139.55
  636,      99.83,      234.50,      139.50
  637,      99.82,      234.49,      139.51
  638,      99.81,      234.50,      139.49
  639,      99.82,      234.49,      139.46
  640,      99.82,      234.51,      139.52
  641,      99.83,      234.51,      139.51
  642,      99.83,      234.49,      139.51
  643,      99.83,      234.51,      139.51
  644,      99.82,      234.50,      139.54
  645,      99.84,      234.50,      139.49
  646,      99.84,      234.50,      139.55
  647,      99.81,      234.49,      139.52
  648,      99.82,      234.50,      139.50
  649,      99.82,      234.49,      139.49
  650,      99.82,      234.50,      139.55
  651,      99.82,      234.50,      139.52
  652,      99.83,      234.52,      139.55
  653,      99.82,      234.52,      139.53
  654,      99.82,      234.49,      139.50
  655,      99.83,      234.51,      139.53
  656,      99.84,      234.50,      139.50
  657,      99.81,      234.50,      139.55
  658,      99.82,      234.51,      139.51
  659,      99.82,      234.50,      139.51
  660,      99.81,      234.52,      139.54
  661,      99.84,      234.48,      139.45
  662,      99.83,      234.51,      139.56
  663,      99.83,      234.48,      139.47
  664,      99.83,      234.52,      139.52
  665,      99.84,      234.50,      139.50
  666,      99.81,      234.49,      139.48
  667,      99.83,      234.53,      139.53
  668,      99.81,      234.49,      139.52
  669,      99.83,      234.49,      139.52
