No.,X,Y,Z,Displacement [mm]
 1138,       0.01,        0.00,        0.04,       0.04
 1139,       0.01,        0.01,        0.02,       0.02
 1140,       0.01,        0.02,        0.01,       0.02
 1141,       0.01,        0.00,       -0.04,       0.04
 1142,       0.02,        0.02,        0.03,       0.04
 1143,       0.02,        0.02,        0.03,       0.04
 1144,       0.01,        0.00,       -0.01,       0.02
 1145,       0.01,       -0.02,        0.01,       0.02
 1146,       0.01,       -0.00,       -0.03,       0.03
 1147,       0.02,        0.03,        0.03,       0.05
 1148,       0.03,        0.01,        0.03,       0.04
 1149,       0.01,        0.01,        0.01,       0.02
 1150,       0.03,        0.01,       -0.01,       0.03
 1151,       0.02,        0.01,       -0.00,       0.02
 1152,       0.01,        0.00,        0.01,       0.02
 1153,       0.01,        0.01,        0.01,       0.02
 1154,       0.02,        0.01,       -0.01,       0.02
 1155,       0.02,        0.01,       -0.03,       0.04
 1156,       0.01,       -0.01,        0.00,       0.01
 1157,       0.01,        0.00,       -0.01,       0.01
 1158,       0.02,        0.02,        0.02,       0.03
 1159,       0.01,        0.00,       -0.04,       0.04
 1160,       0.00,       -0.00,       -0.02,       0.02
 1161,       0.01,        0.01,       -0.03,       0.03
 1162,       0.01,        0.01,        0.03,       0.03
 1163,       0.01,        0.01,        0.02,       0.02
 1164,       0.01,        0.00,        0.01,       0.01
 1165,      -0.00,       -0.00,       -0.03,       0.03
 1166,       0.01,        0.02,        0.04,       0.05
 1167,       0.01,        0.03,        0.03,       0.04
 1168,       0.02,        0.01,        0.00,       0.02
 1169,       0.01,        0.02,       -0.01,       0.02
 1170,       0.01,        0.00,        0.02,       0.02
 1171,       0.01,        0.00,        0.01,       0.01
 1172,       0.01,       -0.01,       -0.06,       0.06
 1173,       0.01,       -0.01,       -0.00,       0.01
 1174,       0.01,        0.02,       -0.01,       0.02
 1175,       0.01,       -0.01,       -0.02,       0.02
 1176,       0.01,       -0.00,       -0.01,       0.01
 1177,       0.02,        0.01,        0.04,       0.04
 1178,       0.01,        0.01,        0.01,       0.01
 1179,       0.01,       -0.01,       -0.01,       0.01
 1180,       0.01,       -0.00,        0.01,       0.02
 1181,       0.00,        0.00,       -0.01,       0.01
 1182,       0.02,        0.00,       -0.00,       0.02
 1183,       0.01,        0.00,       -0.02,       0.02
 1184,       0.00,        0.01,        0.02,       0.02
 1185,      -0.00,       -0.00,       -0.01,       0.01
 1186,      -0.00,        0.00,       -0.01,       0.01
 1187,       0.00,        0.00,        0.00,       0.00
 1188,       0.01,        0.02,        0.04,       0.05
 1189,       0.02,        0.02,        0.05,       0.05
 1190,       0.01,        0.01,        0.01,       0.02
 1191,       0.01,        0.01,        0.04,       0.04
 1192,       0.01,        0.00,        0.00,       0.01
 1193,       0.01,        0.03,        0.00,       0.03
 1194,       0.01,        0.00,       -0.01,       0.01
 1195,       0.01,       -0.01,       -0.03,       0.03
 1196,       0.01,       -0.01,       -0.00,       0.01
 1197,       0.02,        0.00,        0.01,       0.02
 1198,       0.01,        0.01,        0.01,       0.02
 1199,       0.02,        0.01,        0.05,       0.06
 1200,       0.02,        0.01,        0.01,       0.02
 1201,       0.01,        0.01,       -0.00,       0.01
 1202,       0.01,        0.01,        0.01,       0.02
 1203,       0.02,        0.03,        0.03,       0.05
 1204,        NaN,         NaN,         NaN,        NaN
 1205,        NaN,         NaN,         NaN,        NaN
 1206,      -0.00,       -0.01,       -0.01,       0.01
 1207,       0.00,        0.01,        0.04,       0.04
 1208,       0.00,        0.01,        0.02,       0.02
 1209,       0.00,       -0.00,        0.01,       0.01
 1210,       0.00,       -0.01,       -0.02,       0.02
 1211,       0.00,       -0.01,       -0.02,       0.02
 1212,      -0.00,       -0.02,       -0.01,       0.03
 1213,      -0.00,       -0.03,       -0.02,       0.04
 1214,       0.00,       -0.02,        0.02,       0.03
 1215,       0.00,       -0.00,        0.04,       0.04
 1216,       0.01,       -0.01,       -0.02,       0.03
 1217,       0.01,        0.00,        0.01,       0.01
 1218,       0.00,       -0.01,        0.00,       0.01
 1219,      -0.00,       -0.03,       -0.06,       0.07
 1220,      -0.00,       -0.02,        0.02,       0.03
 1221,       0.00,       -0.02,       -0.02,       0.03
 1222,       0.00,        0.00,       -0.02,       0.02
 1223,       0.00,       -0.02,       -0.03,       0.04
 1224,      -0.01,       -0.00,        0.03,       0.03
 1225,       0.00,       -0.00,       -0.00,       0.00
 1226,       0.00,       -0.02,       -0.02,       0.02
 1227,       0.01,       -0.02,       -0.01,       0.02
 1228,       0.01,        0.00,       -0.04,       0.05
 1229,       0.01,        0.01,       -0.01,       0.01
 1230,       0.00,       -0.03,        0.01,       0.03
 1231,       0.00,       -0.00,        0.03,       0.03
 1232,      -0.00,       -0.02,        0.03,       0.03
 1233,       0.00,       -0.01,        0.04,       0.04
 1234,       0.00,        0.00,        0.04,       0.04
 1235,      -0.00,        0.00,        0.03,       0.03
 1236,      -0.00,       -0.01,       -0.01,       0.01
 1237,       0.00,       -0.01,        0.02,       0.02
 1238,       0.00,       -0.04,       -0.03,       0.05
 1239,       0.00,       -0.01,        0.02,       0.02
 1240,       0.00,       -0.01,       -0.03,       0.03
 1241,      -0.01,       -0.02,       -0.02,       0.03
 1242,      -0.01,       -0.01,        0.02,       0.02
 1243,       0.00,       -0.02,       -0.02,       0.03
 1244,       0.01,       -0.01,       -0.04,       0.04
 1245,       0.00,       -0.02,       -0.01,       0.02
 1246,       0.00,       -0.03,       -0.03,       0.04
 1247,       0.00,       -0.01,        0.03,       0.03
 1248,       0.00,       -0.01,        0.02,       0.02
 1249,       0.00,       -0.02,        0.02,       0.03
 1250,       0.01,       -0.01,       -0.04,       0.04
 1251,       0.00,       -0.02,       -0.00,       0.02
 1252,      -0.01,       -0.02,       -0.01,       0.03
 1253,      -0.00,       -0.02,       -0.05,       0.05
 1254,       0.01,        0.01,        0.00,       0.02
 1255,       0.01,       -0.01,       -0.02,       0.02
 1256,       0.01,       -0.02,       -0.03,       0.04
 1257,       0.02,        0.01,       -0.02,       0.03
 1258,      -0.00,       -0.01,        0.01,       0.01
 1259,       0.01,       -0.01,        0.01,       0.02
 1260,       0.01,       -0.02,        0.01,       0.02
 1261,      -0.01,       -0.01,        0.03,       0.03
 1262,       0.01,        0.00,        0.06,       0.06
 1263,       0.00,       -0.01,        0.01,       0.01
 1264,       0.01,       -0.01,        0.02,       0.02
 1265,       0.00,       -0.01,        0.01,       0.01
 1266,       0.01,       -0.01,       -0.02,       0.02
 1267,       0.01,       -0.02,       -0.05,       0.05
 1268,       0.01,       -0.01,        0.00,       0.01
 1269,       0.01,       -0.02,       -0.02,       0.03
 1270,       0.00,       -0.01,        0.01,       0.01
 1271,       0.01,       -0.01,       -0.01,       0.01
 1272,       0.00,       -0.01,       -0.04,       0.04
 1273,       0.00,       -0.02,        0.01,       0.02
 1274,       0.00,       -0.00,       -0.00,       0.01
 1275,       0.00,       -0.01,       -0.06,       0.06
 1276,      -0.01,       -0.01,       -0.04,       0.04
 1277,       0.01,       -0.01,       -0.00,       0.01
 1278,      -0.00,       -0.01,       -0.03,       0.03
 1279,      -0.00,       -0.02,        0.01,       0.02
 1280,       0.01,       -0.02,       -0.01,       0.02
 1281,       0.00,        0.00,        0.02,       0.02
 1282,      -0.01,       -0.03,       -0.03,       0.04
 1283,      -0.00,       -0.03,       -0.02,       0.04
 1284,       0.00,       -0.00,        0.04,       0.04
 1285,       0.00,       -0.01,       -0.03,       0.03
 1286,       0.00,       -0.01,       -0.01,       0.01
 1287,       0.00,       -0.01,        0.01,       0.01
 1288,      -0.00,       -0.03,        0.00,       0.03
 1289,      -0.00,       -0.02,       -0.01,       0.02
 1290,       0.00,       -0.03,       -0.04,       0.05
 1291,       0.00,        0.00,       -0.00,       0.00
 1292,       0.00,       -0.02,        0.01,       0.02
 1293,       0.00,       -0.01,        0.00,       0.01
 1294,       0.01,       -0.00,        0.01,       0.01
 1295,       0.01,       -0.03,       -0.01,       0.03
 1296,       0.01,        0.00,       -0.02,       0.02
 1297,       0.00,        0.00,        0.03,       0.03
 1298,       0.00,       -0.01,       -0.01,       0.02
 1299,       0.00,       -0.02,       -0.01,       0.02
 1300,      -0.00,       -0.01,        0.02,       0.03
 1301,       0.00,       -0.01,       -0.02,       0.02
 1302,       0.00,       -0.02,        0.01,       0.02
 1303,       0.01,       -0.02,       -0.03,       0.04
 1304,      -0.00,       -0.03,       -0.07,       0.07
 1305,      -0.00,        0.01,        0.00,       0.01
 1306,      -0.00,       -0.03,       -0.04,       0.05
 1307,      -0.01,       -0.02,        0.01,       0.02
 1308,       0.01,       -0.01,       -0.00,       0.01
 1309,       0.01,       -0.02,        0.00,       0.02
 1310,       0.00,       -0.02,       -0.01,       0.02
 1311,       0.01,       -0.01,       -0.03,       0.03
 1312,       0.01,       -0.02,        0.01,       0.03
 1313,       0.01,       -0.02,       -0.02,       0.03
 1314,        NaN,         NaN,         NaN,        NaN
 1315,        NaN,         NaN,         NaN,        NaN
 1316,       0.01,        0.01,        0.07,       0.07
 1317,      -0.01,        0.01,        0.04,       0.05
 1318,      -0.01,        0.00,        0.00,       0.01
 1319,       0.01,        0.03,        0.07,       0.08
 1320,       0.00,        0.02,        0.03,       0.03
 1321,      -0.00,        0.01,        0.04,       0.04
 1322,      -0.00,        0.01,        0.00,       0.01
 1323,      -0.00,       -0.00,        0.00,       0.00
 1324,       0.01,        0.01,        0.03,       0.03
 1325,       0.01,        0.01,        0.03,       0.03
 1326,       0.01,       -0.00,        0.02,       0.02
 1327,      -0.01,        0.00,        0.06,       0.06
 1328,       0.01,        0.01,        0.06,       0.06
 1329,       0.02,       -0.01,       -0.00,       0.02
 1330,       0.00,        0.01,        0.05,       0.05
 1331,      -0.00,       -0.00,        0.01,       0.01
 1332,       0.01,       -0.00,        0.06,       0.06
 1333,       0.00,        0.02,        0.04,       0.04
 1334,      -0.00,        0.02,        0.04,       0.05
 1335,       0.00,        0.00,       -0.01,       0.01
 1336,       0.01,        0.01,        0.01,       0.02
 1337,       0.00,        0.00,       -0.01,       0.01
 1338,      -0.01,        0.01,        0.05,       0.05
 1339,      -0.00,        0.01,        0.03,       0.03
 1340,       0.01,        0.01,        0.05,       0.05
 1341,       0.01,        0.01,        0.04,       0.04
 1342,        NaN,         NaN,         NaN,        NaN
 1343,        NaN,         NaN,         NaN,        NaN
