No.,X,Y,Z,Displacement [mm]
2024-09-09T17:33:30.906,      -4.47,       -0.12,        0.09,       4.47
2024-09-09T17:33:31.424,      -4.46,       -0.12,        0.10,       4.47
2024-09-09T17:33:31.973,      -4.45,       -0.13,        0.12,       4.46
2024-09-09T17:33:32.488,      -4.47,       -0.14,        0.10,       4.47
2024-09-09T17:33:33.054,      -4.46,       -0.13,        0.11,       4.46
2024-09-09T17:33:33.605,      -4.46,       -0.13,        0.10,       4.46
2024-09-09T17:33:34.121,      -4.46,       -0.13,        0.08,       4.46
2024-09-09T17:33:34.670,      -4.47,       -0.14,        0.11,       4.47
2024-09-09T17:33:35.186,      -4.46,       -0.14,        0.09,       4.47
2024-09-09T17:33:35.686,      -4.46,       -0.13,        0.08,       4.47
2024-09-09T17:33:36.200,      -4.46,       -0.14,        0.08,       4.46
2024-09-09T17:33:36.700,      -4.46,       -0.15,        0.09,       4.47
2024-09-09T17:33:37.217,      -4.47,       -0.13,        0.10,       4.47
2024-09-09T17:33:37.732,      -4.47,       -0.13,        0.10,       4.47
2024-09-09T17:33:38.232,      -4.47,       -0.14,        0.08,       4.47
2024-09-09T17:33:38.748,      -4.46,       -0.14,        0.08,       4.46
2024-09-09T17:33:39.250,      -4.47,       -0.14,        0.08,       4.47
2024-09-09T17:33:39.764,      -4.47,       -0.13,        0.10,       4.47
2024-09-09T17:33:40.282,      -4.47,       -0.11,        0.14,       4.47
2024-09-09T17:33:40.782,      -4.47,       -0.13,        0.07,       4.47
2024-09-09T17:33:41.295,      -4.47,       -0.16,        0.07,       4.47
2024-09-09T17:33:41.796,      -4.46,       -0.14,        0.08,       4.47
2024-09-09T17:33:42.313,      -4.47,       -0.15,        0.06,       4.47
2024-09-09T17:33:42.826,      -4.46,       -0.14,        0.09,       4.47
2024-09-09T17:33:43.342,      -4.47,       -0.13,        0.08,       4.47
2024-09-09T17:33:43.844,      -4.45,       -0.15,        0.10,       4.46
2024-09-09T17:33:44.344,      -4.46,       -0.16,        0.11,       4.47
2024-09-09T17:33:44.858,      -4.46,       -0.12,        0.09,       4.46
2024-09-09T17:33:45.374,      -4.47,       -0.15,        0.08,       4.47
2024-09-09T17:33:45.924,      -4.46,       -0.14,        0.07,       4.46
2024-09-09T17:33:46.440,      -4.47,       -0.14,        0.10,       4.47
2024-09-09T17:33:46.958,      -4.47,       -0.15,        0.09,       4.47
2024-09-09T17:33:47.506,      -4.47,       -0.16,        0.05,       4.47
2024-09-09T17:33:48.022,      -4.46,       -0.14,        0.10,       4.46
2024-09-09T17:33:48.539,      -4.47,       -0.13,        0.12,       4.47
2024-09-09T17:33:49.088,      -4.46,       -0.12,        0.13,       4.47
2024-09-09T17:33:49.605,      -4.47,       -0.13,        0.12,       4.47
2024-09-09T17:33:50.122,      -4.47,       -0.14,        0.09,       4.48
2024-09-09T17:33:50.668,      -4.46,       -0.15,        0.11,       4.47
2024-09-09T17:33:51.188,      -4.46,       -0.14,        0.11,       4.46
2024-09-09T17:33:51.702,      -4.47,       -0.14,        0.09,       4.47
2024-09-09T17:33:52.202,      -4.46,       -0.14,        0.11,       4.47
2024-09-09T17:33:52.718,      -4.46,       -0.13,        0.11,       4.47
2024-09-09T17:33:53.266,      -4.47,       -0.12,        0.13,       4.47
2024-09-09T17:33:53.782,      -4.46,       -0.14,        0.07,       4.46
2024-09-09T17:33:54.298,      -4.46,       -0.13,        0.08,       4.46
2024-09-09T17:33:54.798,      -4.47,       -0.14,        0.10,       4.47
2024-09-09T17:33:55.315,      -4.47,       -0.13,        0.13,       4.48
2024-09-09T17:33:55.830,      -4.47,       -0.14,        0.10,       4.47
2024-09-09T17:33:56.380,      -4.48,       -0.12,        0.10,       4.48
2024-09-09T17:33:56.897,      -4.47,       -0.13,        0.10,       4.48
2024-09-09T17:33:57.463,      -4.47,       -0.15,        0.08,       4.47
2024-09-09T17:33:58.012,      -4.47,       -0.13,        0.10,       4.47
2024-09-09T17:33:58.526,      -4.47,       -0.15,        0.10,       4.48
2024-09-09T17:33:59.043,      -4.47,       -0.14,        0.12,       4.47
2024-09-09T17:33:59.544,      -4.47,       -0.13,        0.10,       4.48
2024-09-09T17:34:00.059,      -4.47,       -0.12,        0.09,       4.47
2024-09-09T17:34:00.609,      -4.46,       -0.14,        0.08,       4.47
2024-09-09T17:34:01.124,      -4.46,       -0.13,        0.13,       4.47
2024-09-09T17:34:01.823,      -4.47,       -0.14,        0.10,       4.48
2024-09-09T17:34:02.325,      -4.47,       -0.13,        0.10,       4.47
2024-09-09T17:34:02.841,      -4.46,       -0.14,        0.08,       4.46
2024-09-09T17:34:03.356,      -4.47,       -0.13,        0.09,       4.48
2024-09-09T17:34:03.904,      -4.47,       -0.14,        0.10,       4.47
2024-09-09T17:34:04.420,      -4.47,       -0.12,        0.10,       4.48
2024-09-09T17:34:04.937,      -4.47,       -0.13,        0.06,       4.48
2024-09-09T17:34:05.437,      -4.46,       -0.13,        0.10,       4.46
2024-09-09T17:34:05.986,      -4.46,       -0.13,        0.08,       4.46
2024-09-09T17:34:06.502,      -4.46,       -0.15,        0.10,       4.46
2024-09-09T17:34:07.001,      -4.46,       -0.13,        0.09,       4.47
2024-09-09T17:34:07.519,      -4.47,       -0.15,        0.10,       4.47
2024-09-09T17:34:08.033,      -4.46,       -0.14,        0.09,       4.46
2024-09-09T17:34:08.534,      -4.46,       -0.13,        0.11,       4.46
2024-09-09T17:34:09.050,      -4.46,       -0.14,        0.10,       4.47
2024-09-09T17:34:09.615,      -4.46,       -0.14,        0.10,       4.46
2024-09-09T17:34:10.164,      -4.45,       -0.15,        0.09,       4.46
2024-09-09T17:34:10.680,      -4.46,       -0.16,        0.08,       4.46
2024-09-09T17:34:11.180,      -4.47,       -0.13,        0.11,       4.47
2024-09-09T17:34:11.696,      -4.47,       -0.13,        0.10,       4.47
2024-09-09T17:34:12.196,      -4.46,       -0.13,        0.10,       4.47
2024-09-09T17:34:12.712,      -4.48,       -0.11,        0.12,       4.48
2024-09-09T17:34:13.229,      -4.47,       -0.13,        0.09,       4.47
2024-09-09T17:34:13.744,      -4.47,       -0.13,        0.09,       4.47
2024-09-09T17:34:14.261,      -4.46,       -0.14,        0.09,       4.46
2024-09-09T17:34:14.826,      -4.46,       -0.15,        0.06,       4.46
2024-09-09T17:34:15.328,      -4.46,       -0.14,        0.09,       4.46
2024-09-09T17:34:15.841,      -4.46,       -0.14,        0.08,       4.46
2024-09-09T17:34:16.357,      -4.46,       -0.14,        0.11,       4.46
2024-09-09T17:34:16.927,      -4.47,       -0.14,        0.13,       4.47
2024-09-09T17:34:17.474,      -4.46,       -0.16,        0.05,       4.47
2024-09-09T17:34:17.990,      -4.46,       -0.14,        0.09,       4.46
2024-09-09T17:34:18.539,      -4.45,       -0.15,        0.09,       4.46
2024-09-09T17:34:19.055,      -4.47,       -0.15,        0.11,       4.48
2024-09-09T17:34:19.587,      -4.16,       -0.16,        0.05,       4.16
2024-09-09T17:34:20.103,      -2.16,       -0.18,       -0.14,       2.18
2024-09-09T17:34:20.621,      -0.26,        0.04,       -0.37,       0.45
2024-09-09T17:34:21.122,      -0.44,        0.02,       -0.15,       0.47
2024-09-09T17:34:21.636,      -0.43,       -0.01,       -0.19,       0.47
2024-09-09T17:34:22.137,      -0.43,        0.01,       -0.17,       0.46
2024-09-09T17:34:22.651,      -0.43,       -0.01,       -0.13,       0.45
2024-09-09T17:34:23.168,      -0.43,        0.00,       -0.14,       0.46
2024-09-09T17:34:23.717,      -0.96,        0.14,       -0.68,       1.19
2024-09-09T17:34:24.232,      -3.27,        0.94,       -2.32,       4.11
2024-09-09T17:34:24.749,      -4.26,       -0.06,        0.08,       4.26
2024-09-09T17:34:25.251,      -4.32,       -0.11,        0.07,       4.32
2024-09-09T17:34:25.766,      -4.32,       -0.10,        0.11,       4.32
2024-09-09T17:34:26.267,      -4.30,       -0.12,        0.09,       4.30
2024-09-09T17:34:26.779,      -4.30,       -0.11,        0.11,       4.31
2024-09-09T17:34:27.280,      -4.30,       -0.12,        0.09,       4.31
2024-09-09T17:34:27.797,      -4.31,       -0.10,        0.08,       4.31
2024-09-09T17:34:28.312,      -4.55,       -0.14,        0.62,       4.59
2024-09-09T17:34:28.812,      -7.06,       -0.33,        6.93,       9.90
2024-09-09T17:34:29.328,      -7.93,       -0.29,        6.62,      10.34
2024-09-09T17:34:29.844,      -8.77,       -0.23,        3.46,       9.43
2024-09-09T17:34:30.393,      -8.98,       -0.26,        0.44,       9.00
2024-09-09T17:34:30.910,      -8.80,       -0.30,        2.81,       9.25
2024-09-09T17:34:31.461,      -8.16,       -0.15,        0.86,       8.21
2024-09-09T17:34:31.978,      -7.50,       -0.18,       -0.01,       7.50
2024-09-09T17:34:32.523,      -7.54,       -0.21,        0.09,       7.54
2024-09-09T17:34:33.040,      -7.53,       -0.22,        0.08,       7.54
2024-09-09T17:34:33.557,      -7.55,       -0.22,        0.07,       7.55
2024-09-09T17:34:34.058,      -7.95,       -0.31,        0.14,       7.96
2024-09-09T17:34:34.571,     -11.71,       -0.50,        0.19,      11.72
2024-09-09T17:34:35.088,     -12.49,       -0.49,        0.24,      12.50
2024-09-09T17:34:35.588,     -10.56,       -0.29,       -0.22,      10.57
2024-09-09T17:34:36.104,      -4.87,        0.24,       -0.88,       4.96
2024-09-09T17:34:36.605,      -4.89,       -0.16,        0.10,       4.90
2024-09-09T17:34:37.137,      -4.60,       -0.17,        0.00,       4.60
2024-09-09T17:34:37.653,      -1.38,       -0.08,       -0.09,       1.38
2024-09-09T17:34:38.169,      -0.99,       -0.07,        0.15,       1.00
2024-09-09T17:34:38.717,      -0.99,       -0.08,        0.13,       1.00
2024-09-09T17:34:39.235,      -0.98,       -0.07,        0.14,       0.99
2024-09-09T17:34:39.750,      -0.81,       -0.13,       -0.02,       0.82
2024-09-09T17:34:40.301,       2.42,        0.03,       -0.36,       2.44
2024-09-09T17:34:40.817,       2.67,       -0.02,        0.23,       2.68
2024-09-09T17:34:41.331,       2.65,       -0.02,        0.19,       2.66
2024-09-09T17:34:41.881,       2.61,       -0.04,        0.17,       2.62
2024-09-09T17:34:42.398,       2.58,       -0.06,        0.27,       2.59
2024-09-09T17:34:42.911,       2.16,       -0.02,       -0.13,       2.16
2024-09-09T17:34:43.412,       1.61,        0.96,       -2.66,       3.25
2024-09-09T17:34:43.928,       0.71,        1.24,       -2.46,       2.85
2024-09-09T17:34:44.445,      -0.36,       -0.07,        0.19,       0.41
2024-09-09T17:34:44.945,      -0.38,       -0.08,        0.16,       0.42
2024-09-09T17:34:45.462,      -0.38,       -0.05,        0.20,       0.43
2024-09-09T17:34:46.009,      -0.38,       -0.05,        0.18,       0.42
2024-09-09T17:34:46.525,      -0.38,       -0.06,        0.18,       0.42
2024-09-09T17:34:47.025,      -0.39,       -0.08,        0.14,       0.42
2024-09-09T17:34:47.541,      -0.39,       -0.06,        0.16,       0.42
2024-09-09T17:34:48.043,      -0.40,       -0.05,        0.16,       0.43
2024-09-09T17:34:48.557,      -0.44,       -0.06,        0.17,       0.48
2024-09-09T17:34:49.074,      -0.55,       -0.14,        0.26,       0.62
2024-09-09T17:34:49.590,       0.12,       -0.07,        1.78,       1.79
2024-09-09T17:34:50.091,       0.07,        1.30,        4.12,       4.32
2024-09-09T17:34:50.606,      -1.42,        2.69,        5.32,       6.13
2024-09-09T17:34:51.122,      -1.62,       -0.00,        2.87,       3.30
2024-09-09T17:34:51.672,      -1.76,       -0.12,        0.56,       1.85
2024-09-09T17:34:52.187,      -1.77,       -0.13,        0.54,       1.86
2024-09-09T17:34:52.704,      -1.77,       -0.12,        0.56,       1.86
2024-09-09T17:34:53.219,      -1.76,       -0.13,        0.56,       1.85
2024-09-09T17:34:53.767,      -1.76,       -0.12,        0.59,       1.86
2024-09-09T17:34:54.287,      -1.76,       -0.13,        0.55,       1.85
2024-09-09T17:34:54.817,      -1.75,       -0.12,        0.56,       1.84
2024-09-09T17:34:55.335,      -1.76,       -0.14,        0.60,       1.86
2024-09-09T17:34:55.849,      -1.76,       -0.13,        0.56,       1.85
2024-09-09T17:34:56.365,      -1.76,       -0.13,        0.55,       1.85
2024-09-09T17:34:56.866,      -1.76,       -0.12,        0.58,       1.86
2024-09-09T17:34:57.381,      -1.77,       -0.13,        0.56,       1.86
2024-09-09T17:34:57.881,      -1.77,       -0.10,        0.57,       1.87
2024-09-09T17:34:58.396,      -1.76,       -0.12,        0.54,       1.84
2024-09-09T17:34:58.914,      -1.75,       -0.13,        0.55,       1.84
2024-09-09T17:34:59.432,      -1.77,       -0.13,        0.55,       1.86
2024-09-09T17:34:59.979,      -1.76,       -0.12,        0.55,       1.85
2024-09-09T17:35:00.494,      -1.75,       -0.14,        0.55,       1.84
2024-09-09T17:35:01.009,      -1.76,       -0.11,        0.55,       1.85
2024-09-09T17:35:01.510,      -1.76,       -0.11,        0.57,       1.85
2024-09-09T17:35:02.028,      -1.76,       -0.11,        0.53,       1.84
2024-09-09T17:35:02.542,      -1.76,       -0.12,        0.54,       1.84
2024-09-09T17:35:03.109,      -1.77,       -0.11,        0.53,       1.85
2024-09-09T17:35:03.609,      -1.76,       -0.13,        0.52,       1.84
2024-09-09T17:35:04.127,      -1.76,       -0.13,        0.53,       1.84
2024-09-09T17:35:04.690,      -1.76,       -0.12,        0.53,       1.85
2024-09-09T17:35:05.240,      -1.76,       -0.12,        0.60,       1.87
2024-09-09T17:35:05.755,      -1.76,       -0.13,        0.55,       1.85
2024-09-09T17:35:06.272,      -1.76,       -0.12,        0.57,       1.85
2024-09-09T17:35:06.820,      -1.76,       -0.13,        0.53,       1.84
2024-09-09T17:35:07.338,      -1.76,       -0.14,        0.52,       1.84
2024-09-09T17:35:07.853,      -1.76,       -0.12,        0.55,       1.85
2024-09-09T17:35:08.422,      -1.77,       -0.11,        0.57,       1.86
2024-09-09T17:35:08.970,      -1.76,       -0.11,        0.54,       1.84
2024-09-09T17:35:09.483,      -1.77,       -0.12,        0.55,       1.85
2024-09-09T17:35:09.985,      -1.76,       -0.13,        0.58,       1.86
2024-09-09T17:35:10.499,      -1.77,       -0.11,        0.60,       1.87
2024-09-09T17:35:11.018,      -1.77,       -0.12,        0.56,       1.86
2024-09-09T17:35:11.582,      -1.78,       -0.12,        0.56,       1.87
2024-09-09T17:35:12.184,      -1.77,       -0.11,        0.56,       1.87
2024-09-09T17:35:12.731,      -1.76,       -0.13,        0.55,       1.85
2024-09-09T17:35:13.246,      -1.77,       -0.13,        0.58,       1.87
2024-09-09T17:35:13.747,      -1.76,       -0.13,        0.59,       1.86
2024-09-09T17:35:14.263,      -1.76,       -0.12,        0.59,       1.86
2024-09-09T17:35:14.780,      -1.76,       -0.13,        0.58,       1.86
2024-09-09T17:35:15.328,      -1.77,       -0.12,        0.59,       1.87
2024-09-09T17:35:15.845,      -1.77,       -0.12,        0.57,       1.87
2024-09-09T17:35:16.362,      -1.76,       -0.13,        0.53,       1.85
2024-09-09T17:35:16.878,      -1.77,       -0.13,        0.57,       1.86
2024-09-09T17:35:17.426,      -1.77,       -0.14,        0.57,       1.86
2024-09-09T17:35:17.942,      -1.77,       -0.12,        0.57,       1.86
2024-09-09T17:35:18.491,      -1.77,       -0.12,        0.57,       1.86
2024-09-09T17:35:19.009,      -1.76,       -0.14,        0.55,       1.85
2024-09-09T17:35:19.524,      -1.77,       -0.13,        0.59,       1.87
2024-09-09T17:35:20.023,      -1.76,       -0.14,        0.55,       1.85
2024-09-09T17:35:20.538,      -1.77,       -0.11,        0.57,       1.87
2024-09-09T17:35:21.055,      -1.77,       -0.12,        0.57,       1.86
2024-09-09T17:35:21.558,      -1.77,       -0.12,        0.55,       1.86
2024-09-09T17:35:22.071,      -1.77,       -0.13,        0.54,       1.86
2024-09-09T17:35:22.589,      -1.76,       -0.13,        0.53,       1.84
2024-09-09T17:35:23.136,      -1.78,       -0.12,        0.58,       1.87
2024-09-09T17:35:23.654,      -1.77,       -0.13,        0.58,       1.87
2024-09-09T17:35:24.169,      -1.77,       -0.12,        0.57,       1.86
2024-09-09T17:35:24.671,      -1.76,       -0.14,        0.55,       1.85
2024-09-09T17:35:25.185,      -1.77,       -0.14,        0.55,       1.86
2024-09-09T17:35:25.700,      -1.77,       -0.12,        0.58,       1.86
2024-09-09T17:35:26.200,      -1.76,       -0.14,        0.53,       1.84
2024-09-09T17:35:26.717,      -1.77,       -0.12,        0.54,       1.86
2024-09-09T17:35:27.267,      -1.76,       -0.13,        0.57,       1.86
2024-09-09T17:35:27.782,      -1.76,       -0.15,        0.54,       1.85
2024-09-09T17:35:28.332,      -1.77,       -0.13,        0.56,       1.86
2024-09-09T17:35:28.850,      -1.77,       -0.11,        0.59,       1.87
2024-09-09T17:35:29.413,      -1.76,       -0.12,        0.56,       1.85
2024-09-09T17:35:29.945,      -1.78,       -0.11,        0.57,       1.87
2024-09-09T17:35:30.462,      -1.77,       -0.13,        0.53,       1.86
2024-09-09T17:35:30.979,      -1.77,       -0.13,        0.56,       1.86
2024-09-09T17:35:31.528,      -1.77,       -0.14,        0.56,       1.86
2024-09-09T17:35:32.045,      -1.76,       -0.12,        0.57,       1.86
2024-09-09T17:35:32.561,      -1.78,       -0.11,        0.55,       1.86
2024-09-09T17:35:33.110,      -1.77,       -0.13,        0.54,       1.86
2024-09-09T17:35:33.626,      -1.77,       -0.11,        0.54,       1.86
2024-09-09T17:35:34.142,      -1.77,       -0.12,        0.56,       1.86
2024-09-09T17:35:34.643,      -1.78,       -0.13,        0.57,       1.87
2024-09-09T17:35:35.156,      -1.77,       -0.13,        0.53,       1.85
2024-09-09T17:35:35.675,      -1.76,       -0.14,        0.55,       1.85
2024-09-09T17:35:36.221,      -1.77,       -0.13,        0.56,       1.86
2024-09-09T17:35:36.738,      -1.77,       -0.14,        0.55,       1.86
2024-09-09T17:35:37.254,      -1.77,       -0.12,        0.57,       1.87
2024-09-09T17:35:37.756,      -1.77,       -0.13,        0.53,       1.85
2024-09-09T17:35:38.271,      -1.76,       -0.14,        0.57,       1.85
2024-09-09T17:35:38.787,      -1.77,       -0.13,        0.56,       1.86
2024-09-09T17:35:39.288,      -1.76,       -0.15,        0.52,       1.84
2024-09-09T17:35:39.802,      -1.76,       -0.13,        0.55,       1.85
2024-09-09T17:35:40.304,      -1.77,       -0.15,        0.56,       1.86
2024-09-09T17:35:40.816,      -1.77,       -0.12,        0.55,       1.85
2024-09-09T17:35:41.336,      -1.78,       -0.12,        0.56,       1.87
2024-09-09T17:35:41.884,      -1.77,       -0.13,        0.59,       1.87
2024-09-09T17:35:42.399,      -1.77,       -0.12,        0.59,       1.87
2024-09-09T17:35:42.916,      -1.77,       -0.12,        0.58,       1.86
2024-09-09T17:35:43.416,      -1.77,       -0.13,        0.54,       1.86
2024-09-09T17:35:43.933,      -1.78,       -0.13,        0.55,       1.87
2024-09-09T17:35:44.447,      -1.78,       -0.14,        0.54,       1.86
2024-09-09T17:35:44.997,      -1.77,       -0.12,        0.59,       1.87
2024-09-09T17:35:45.512,      -1.78,       -0.11,        0.58,       1.88
2024-09-09T17:35:46.012,      -1.77,       -0.14,        0.56,       1.86
2024-09-09T17:35:46.527,      -1.77,       -0.12,        0.58,       1.86
2024-09-09T17:35:47.044,      -1.78,       -0.13,        0.56,       1.87
2024-09-09T17:35:47.577,      -1.77,       -0.14,        0.56,       1.87
2024-09-09T17:35:48.094,      -1.77,       -0.12,        0.56,       1.86
2024-09-09T17:35:48.610,      -1.76,       -0.12,        0.57,       1.86
2024-09-09T17:35:49.160,      -1.77,       -0.14,        0.52,       1.85
2024-09-09T17:35:49.676,      -1.77,       -0.12,        0.58,       1.87
2024-09-09T17:35:50.191,      -1.77,       -0.12,        0.58,       1.87
2024-09-09T17:35:50.709,      -1.78,       -0.12,        0.54,       1.86
2024-09-09T17:35:51.273,      -1.78,       -0.13,        0.55,       1.87
2024-09-09T17:35:51.789,      -1.78,       -0.12,        0.59,       1.88
2024-09-09T17:35:52.339,      -1.77,       -0.14,        0.57,       1.87
2024-09-09T17:35:52.854,      -1.77,       -0.15,        0.57,       1.86
2024-09-09T17:35:53.372,      -1.77,       -0.15,        0.52,       1.85
2024-09-09T17:35:53.886,      -1.76,       -0.15,        0.52,       1.84
2024-09-09T17:35:54.452,      -1.76,       -0.15,        0.54,       1.85
2024-09-09T17:35:54.953,      -1.76,       -0.14,        0.54,       1.85
2024-09-09T17:35:55.469,      -1.77,       -0.14,        0.55,       1.86
2024-09-09T17:35:55.985,      -1.77,       -0.13,        0.54,       1.86
2024-09-09T17:35:56.533,      -1.76,       -0.12,        0.55,       1.85
2024-09-09T17:35:57.051,      -1.77,       -0.11,        0.54,       1.85
2024-09-09T17:35:57.566,      -1.77,       -0.13,        0.55,       1.86
2024-09-09T17:35:58.066,      -1.77,       -0.12,        0.58,       1.87
2024-09-09T17:35:58.583,      -1.78,       -0.12,        0.56,       1.87
2024-09-09T17:35:59.098,      -1.76,       -0.13,        0.54,       1.84
2024-09-09T17:35:59.665,      -1.77,       -0.15,        0.57,       1.86
2024-09-09T17:36:00.165,      -1.78,       -0.14,        0.54,       1.86
2024-09-09T17:36:00.680,      -1.78,       -0.14,        0.56,       1.87
2024-09-09T17:36:01.196,      -1.77,       -0.14,        0.54,       1.85
2024-09-09T17:36:01.714,      -1.78,       -0.12,        0.55,       1.87
2024-09-09T17:36:02.262,      -1.77,       -0.13,        0.58,       1.86
2024-09-09T17:36:02.777,      -1.78,       -0.12,        0.56,       1.87
2024-09-09T17:36:03.294,      -1.77,       -0.13,        0.58,       1.87
2024-09-09T17:36:03.812,      -1.78,       -0.12,        0.59,       1.88
2024-09-09T17:36:04.327,      -1.77,       -0.12,        0.55,       1.86
2024-09-09T17:36:05.041,      -1.77,       -0.13,        0.56,       1.86
2024-09-09T17:36:05.541,      -1.77,       -0.13,        0.55,       1.86
2024-09-09T17:36:06.109,      -1.75,       -0.15,        0.54,       1.84
2024-09-09T17:36:06.655,      -1.77,       -0.13,        0.57,       1.87
2024-09-09T17:36:07.173,      -1.78,       -0.15,        0.56,       1.87
2024-09-09T17:36:07.689,      -1.78,       -0.13,        0.58,       1.87
2024-09-09T17:36:08.239,      -1.78,       -0.12,        0.56,       1.87
2024-09-09T17:36:08.756,      -1.78,       -0.11,        0.57,       1.87
2024-09-09T17:36:09.269,      -1.77,       -0.13,        0.54,       1.86
2024-09-09T17:36:09.769,      -1.78,       -0.14,        0.55,       1.87
2024-09-09T17:36:10.286,      -1.77,       -0.14,        0.57,       1.86
2024-09-09T17:36:10.803,      -1.77,       -0.15,        0.58,       1.87
2024-09-09T17:36:11.317,      -1.76,       -0.15,        0.57,       1.86
2024-09-09T17:36:11.869,      -1.76,       -0.14,        0.56,       1.86
2024-09-09T17:36:12.384,      -1.78,       -0.15,        0.53,       1.86
2024-09-09T17:36:12.900,      -1.78,       -0.13,        0.55,       1.87
2024-09-09T17:36:13.401,      -1.78,       -0.11,        0.55,       1.87
2024-09-09T17:36:13.965,      -1.78,       -0.15,        0.54,       1.86
2024-09-09T17:36:14.514,      -1.79,       -0.13,        0.59,       1.88
2024-09-09T17:36:15.032,      -1.79,       -0.15,        0.53,       1.87
2024-09-09T17:36:15.547,      -1.77,       -0.15,        0.53,       1.85
2024-09-09T17:36:16.047,      -1.77,       -0.15,        0.54,       1.86
2024-09-09T17:36:16.561,      -1.78,       -0.12,        0.59,       1.88
2024-09-09T17:36:17.078,      -1.61,       -0.16,        0.79,       1.80
2024-09-09T17:36:17.595,      -5.38,       -0.20,        0.26,       5.39
2024-09-09T17:36:18.145,     -11.70,       -0.12,       -0.70,      11.72
2024-09-09T17:36:18.661,     -15.24,       -0.06,       -1.23,      15.29
2024-09-09T17:36:19.176,     -15.10,       -0.64,        0.44,      15.12
2024-09-09T17:36:19.677,     -15.11,       -0.67,        0.32,      15.13
2024-09-09T17:36:20.194,     -15.11,       -0.66,        0.34,      15.13
2024-09-09T17:36:20.708,     -15.10,       -0.65,        0.37,      15.12
2024-09-09T17:36:21.259,     -15.11,       -0.64,        0.37,      15.13
2024-09-09T17:36:21.774,     -15.10,       -0.67,        0.33,      15.12
2024-09-09T17:36:22.292,     -15.11,       -0.62,        0.40,      15.12
2024-09-09T17:36:22.839,     -15.09,       -0.67,        0.38,      15.11
2024-09-09T17:36:23.341,     -15.09,       -0.65,        0.35,      15.11
2024-09-09T17:36:23.855,     -15.10,       -0.67,        0.36,      15.12
2024-09-09T17:36:24.404,     -15.11,       -0.66,        0.35,      15.13
2024-09-09T17:36:24.920,     -15.11,       -0.64,        0.38,      15.13
2024-09-09T17:36:25.437,     -15.10,       -0.65,        0.36,      15.12
2024-09-09T17:36:25.953,     -15.10,       -0.66,        0.38,      15.12
2024-09-09T17:36:26.468,     -15.11,       -0.66,        0.38,      15.13
2024-09-09T17:36:27.018,     -15.11,       -0.64,        0.36,      15.12
2024-09-09T17:36:27.536,     -15.10,       -0.68,        0.35,      15.12
2024-09-09T17:36:28.099,     -15.09,       -0.67,        0.39,      15.11
2024-09-09T17:36:28.600,     -15.11,       -0.65,        0.44,      15.13
2024-09-09T17:36:29.115,     -15.10,       -0.65,        0.39,      15.12
2024-09-09T17:36:29.633,     -15.10,       -0.65,        0.40,      15.12
2024-09-09T17:36:30.148,     -15.11,       -0.64,        0.40,      15.13
2024-09-09T17:36:30.665,     -15.09,       -0.64,        0.37,      15.11
2024-09-09T17:36:31.181,     -15.10,       -0.66,        0.37,      15.11
2024-09-09T17:36:31.731,     -15.09,       -0.66,        0.37,      15.11
2024-09-09T17:36:32.245,     -15.10,       -0.65,        0.39,      15.12
2024-09-09T17:36:32.794,     -15.12,       -0.64,        0.39,      15.14
2024-09-09T17:36:33.310,     -15.11,       -0.65,        0.37,      15.13
2024-09-09T17:36:33.827,     -15.09,       -0.67,        0.37,      15.11
2024-09-09T17:36:34.327,     -15.10,       -0.65,        0.40,      15.12
2024-09-09T17:36:34.843,     -15.09,       -0.65,        0.40,      15.11
2024-09-09T17:36:35.343,     -15.12,       -0.64,        0.41,      15.14
2024-09-09T17:36:35.859,     -15.11,       -0.67,        0.36,      15.13
2024-09-09T17:36:36.407,     -15.10,       -0.65,        0.36,      15.12
2024-09-09T17:36:36.926,     -15.11,       -0.65,        0.36,      15.12
2024-09-09T17:36:37.426,     -15.11,       -0.67,        0.33,      15.13
2024-09-09T17:36:37.938,     -15.11,       -0.66,        0.39,      15.13
2024-09-09T17:36:38.456,     -15.11,       -0.66,        0.37,      15.13
2024-09-09T17:36:38.972,     -15.11,       -0.66,        0.35,      15.13
2024-09-09T17:36:39.489,     -15.11,       -0.66,        0.36,      15.13
2024-09-09T17:36:40.003,     -15.11,       -0.66,        0.38,      15.13
2024-09-09T17:36:40.556,     -15.11,       -0.65,        0.35,      15.13
2024-09-09T17:36:41.103,     -15.10,       -0.65,        0.37,      15.12
2024-09-09T17:36:41.618,     -15.10,       -0.67,        0.37,      15.12
2024-09-09T17:36:42.134,     -15.12,       -0.64,        0.42,      15.14
2024-09-09T17:36:42.683,     -15.11,       -0.66,        0.41,      15.13
2024-09-09T17:36:43.200,     -15.11,       -0.65,        0.39,      15.13
2024-09-09T17:36:43.717,     -15.12,       -0.63,        0.42,      15.14
2024-09-09T17:36:44.217,     -15.11,       -0.64,        0.40,      15.13
2024-09-09T17:36:44.733,     -15.12,       -0.66,        0.38,      15.14
2024-09-09T17:36:45.299,     -15.12,       -0.65,        0.41,      15.14
2024-09-09T17:36:45.849,     -15.11,       -0.65,        0.39,      15.13
2024-09-09T17:36:46.364,     -15.11,       -0.64,        0.42,      15.13
2024-09-09T17:36:46.881,     -15.11,       -0.66,        0.38,      15.13
2024-09-09T17:36:47.380,     -15.10,       -0.68,        0.38,      15.12
